timestamp,sample_index,phase,frequency_hz,pulse_count,vmin,aperture_voltage
2026-06-18T11:53:36.921606,26,phase1_control,96153800.0,96153800.0,-0.0008,-0.1126162
2026-06-18T11:53:38.044847,27,phase1_control,357142900.0,357142900.0,-0.0016,0.03968
2026-06-18T11:53:39.165140,28,phase1_control,416666700.0,416666700.0,-0.0008,0.0035204
2026-06-18T11:53:40.284429,29,phase1_control,73529400.0,73529400.0,-0.0016,0.019861
2026-06-18T11:53:41.406897,30,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.2017792
2026-06-18T11:53:42.528026,31,phase1_control,80645200.0,80645200.0,-0.0008,-0.0559766
2026-06-18T11:53:43.650243,32,phase1_control,357142900.0,357142900.0,-0.0016,0.1464006
2026-06-18T11:53:44.771994,33,phase1_control,1428600000.0,1428600000.0,-0.0016,0.0318812
2026-06-18T11:53:45.892997,34,phase1_control,357142900.0,357142900.0,-0.0008,-0.1442024
2026-06-18T11:53:47.013834,35,phase1_control,86206900.0,86206900.0,-0.0008,0.009761
2026-06-18T11:53:48.133815,36,phase1_control,344827600.0,344827600.0,-0.0016,0.0215962
2026-06-18T11:53:49.258584,37,phase1_control,92592600.0,92592600.0,-0.0008,0.1249435
2026-06-18T11:53:50.381291,38,phase1_control,86206900.0,86206900.0,-0.0016,-0.1819162
2026-06-18T11:53:51.504655,39,phase1_control,625000000.0,625000000.0,-0.0016,0.0388439
2026-06-18T11:53:52.627625,40,phase1_control,83333300.0,83333300.0,-0.0008,0.0388629
2026-06-18T11:53:53.747340,41,phase1_control,500000000.0,500000000.0,-0.0016,-0.1737574
2026-06-18T11:53:54.867582,42,phase1_control,312500000.0,312500000.0,-0.0008,-0.0428973
2026-06-18T11:53:55.988886,43,phase1_control,833333300.0,833333300.0,-0.0016,0.0022422
2026-06-18T11:53:57.109465,44,phase1_control,625000000.0,625000000.0,-0.0016,-0.0067167
2026-06-18T11:53:58.230141,45,phase1_control,80645200.0,80645200.0,-0.0008,0.1659186
2026-06-18T11:53:59.352998,46,phase1_control,1250000000.0,1250000000.0,-0.0008,0.0350375
2026-06-18T11:54:00.475198,47,phase1_control,66666700.0,66666700.0,-0.0008,-0.0627393
2026-06-18T11:54:01.597357,48,phase1_control,178571400.0,178571400.0,-0.0008,0.1028803
2026-06-18T11:54:02.719348,49,phase1_control,84033600.0,84033600.0,-0.0008,0.099657
2026-06-18T11:54:03.842519,50,phase1_control,227272700.0,227272700.0,-0.0016,-0.150058
2026-06-18T11:54:04.963990,51,phase1_control,104166700.0,104166700.0,-0.0008,-0.0121822
2026-06-18T11:54:06.086596,52,phase1_control,55555600.0,55555600.0,-0.0008,0.060141
2026-06-18T11:54:07.208931,53,phase1_control,60975600.0,60975600.0,-0.0008,0.0036764
2026-06-18T11:54:08.329847,54,phase1_control,416666700.0,416666700.0,-0.0016,-0.1159576
2026-06-18T11:54:09.451006,55,phase1_control,370370400.0,370370400.0,-0.0016,0.030403
2026-06-18T11:54:10.571854,56,phase1_control,1250000000.0,1250000000.0,-0.0008,0.1347365
2026-06-18T11:54:11.695528,57,phase1_control,80645200.0,80645200.0,-0.0008,0.0064197
2026-06-18T11:54:12.816231,58,phase1_control,625000000.0,625000000.0,-0.0008,-0.1020442
2026-06-18T11:54:13.937120,59,phase1_control,227272700.0,227272700.0,-0.0016,-0.0147005
2026-06-18T11:54:15.058172,60,phase1_control,54347800.0,54347800.0,-0.0008,0.0154965
2026-06-18T11:54:16.182232,61,phase1_control,51020400.0,51020400.0,-0.0008,0.0570987
2026-06-18T11:54:17.302988,62,phase1_control,833333300.0,833333300.0,-0.0016,-0.2048195
2026-06-18T11:54:18.421819,63,phase1_control,169491500.0,169491500.0,-0.0016,0.1183958
2026-06-18T11:54:19.547357,64,phase1_control,125000000.0,125000000.0,-0.0008,0.17984
2026-06-18T11:54:20.667808,65,phase1_control,1250000000.0,1250000000.0,-0.0016,0.0036804
2026-06-18T11:54:21.788592,66,phase1_control,65789500.0,65789500.0,-0.0008,-0.1715552
2026-06-18T11:54:22.912973,67,phase1_control,476190500.0,476190500.0,-0.0016,0.0451165
2026-06-18T11:54:24.031837,68,phase1_control,1250000000.0,1250000000.0,-0.0016,0.090401
2026-06-18T11:54:25.155809,69,phase1_control,344827600.0,344827600.0,-0.0016,-0.009784
2026-06-18T11:54:26.274755,70,phase1_control,357142900.0,357142900.0,-0.0016,-0.0251415
2026-06-18T11:54:27.399233,71,phase1_control,92592600.0,92592600.0,-0.0008,0.0662596
2026-06-18T11:54:28.520475,72,phase1_control,1250000000.0,1250000000.0,-0.0008,0.2174187
2026-06-18T11:54:29.641451,73,phase1_control,227272700.0,227272700.0,-0.0008,0.0123172
2026-06-18T11:54:30.762432,74,phase1_control,416666700.0,416666700.0,-0.0008,-0.0787409
2026-06-18T11:54:31.884688,75,phase1_control,178571400.0,178571400.0,-0.0008,0.0711801
2026-06-18T11:54:33.002149,76,phase1_control,833333300.0,833333300.0,-0.0016,0.0092599
2026-06-18T11:54:34.128396,77,phase1_control,909090900.0,909090900.0,-0.0016,-0.0048005
2026-06-18T11:54:35.248625,78,phase1_control,227272700.0,227272700.0,-0.0016,-0.0299
2026-06-18T11:54:36.375958,79,phase1_control,86206900.0,86206900.0,-0.0008,0.1574207
2026-06-18T11:54:37.497582,80,phase1_control,108695700.0,108695700.0,-0.0016,-0.0371407
2026-06-18T11:54:38.615957,81,phase1_control,833333300.0,833333300.0,-0.0016,-0.0164566
2026-06-18T11:54:39.740834,82,phase1_control,161290300.0,161290300.0,-0.0008,0.0052595
2026-06-18T11:54:40.862174,83,phase1_control,833333300.0,833333300.0,-0.0016,0.0833603
2026-06-18T11:54:41.987858,84,phase1_control,35714300.0,35714300.0,-0.0008,-0.1171197
2026-06-18T11:54:43.110604,85,phase1_control,416666700.0,416666700.0,-0.0008,0.0132813
2026-06-18T11:54:44.230336,86,phase1_control,138888900.0,138888900.0,-0.0008,0.0980818
2026-06-18T11:54:45.351886,87,phase1_control,500000000.0,500000000.0,-0.0016,-0.0683208
2026-06-18T11:54:46.471358,88,phase1_control,208333300.0,208333300.0,-0.0016,-0.0036994
2026-06-18T11:54:47.593868,89,phase1_control,294117600.0,294117600.0,-0.0008,0.0363386
2026-06-18T11:54:48.715393,90,phase1_control,36231900.0,36231900.0,-0.0008,0.1359786
2026-06-18T11:54:49.836542,91,phase1_control,178571400.0,178571400.0,-0.0016,-0.0529613
2026-06-18T11:54:50.954979,92,phase1_control,104166700.0,104166700.0,-0.0016,-0.1979368
2026-06-18T11:54:52.079622,93,phase1_control,833333300.0,833333300.0,-0.0016,-0.0171217
2026-06-18T11:54:53.202045,94,phase1_control,156250000.0,156250000.0,-0.0008,0.2233603
2026-06-18T11:54:54.324899,95,phase1_control,625000000.0,625000000.0,-0.0016,0.0676828
2026-06-18T11:54:55.446182,96,phase1_control,625000000.0,625000000.0,-0.0016,-0.0215791
2026-06-18T11:54:56.570490,97,phase1_control,250000000.0,250000000.0,-0.0008,0.1547385
2026-06-18T11:54:57.692786,98,phase1_control,113636400.0,113636400.0,-0.0008,0.0273607
2026-06-18T11:54:58.812365,99,phase1_control,52083300.0,52083300.0,-0.0008,0.0059016
2026-06-18T11:54:59.935058,100,phase1_control,96153800.0,96153800.0,-0.0008,-0.0067207
2026-06-18T11:55:01.058066,101,phase1_control,833333300.0,833333300.0,-0.0016,0.1923422
2026-06-18T11:55:02.179987,102,phase1_control,357142900.0,357142900.0,-0.0016,0.070523
2026-06-18T11:55:03.303327,103,phase1_control,344827600.0,344827600.0,-0.0016,-0.009761
2026-06-18T11:55:04.424241,104,phase1_control,41666700.0,41666700.0,-0.0008,-0.0070407
2026-06-18T11:55:05.540650,105,phase1_control,96153800.0,96153800.0,-0.0008,0.1344014
2026-06-18T11:55:06.662432,106,phase1_control,178571400.0,178571400.0,-0.0008,0.1323152
2026-06-18T11:55:07.783561,107,phase1_control,49019600.0,49019600.0,-0.0008,-0.1611011
2026-06-18T11:55:08.902645,108,phase1_control,1250000000.0,1250000000.0,-0.0016,0.0413031
2026-06-18T11:55:10.025620,109,phase1_control,500000000.0,500000000.0,-0.0008,0.070216
2026-06-18T11:55:11.147386,110,phase1_control,86206900.0,86206900.0,-0.0016,0.1683058
2026-06-18T11:55:12.266686,111,phase1_control,357142900.0,357142900.0,-0.0008,-0.05952
2026-06-18T11:55:13.385879,112,phase1_control,35211300.0,35211300.0,-0.0016,-0.1028803
2026-06-18T11:55:14.508340,113,phase1_control,833333300.0,833333300.0,-0.0016,-0.0351845
2026-06-18T11:55:15.629442,114,phase1_control,357142900.0,357142900.0,-0.0016,0.009938
2026-06-18T11:55:16.751500,115,phase1_control,250000000.0,250000000.0,-0.0016,0.1073567
2026-06-18T11:55:17.872553,116,phase1_control,119047600.0,119047600.0,-0.0008,-0.0153615
2026-06-18T11:55:18.990756,117,phase1_control,625000000.0,625000000.0,-0.0016,-0.1641204
2026-06-18T11:55:20.114358,118,phase1_control,178571400.0,178571400.0,-0.0008,0.010098
2026-06-18T11:55:21.236776,119,phase1_control,625000000.0,625000000.0,-0.0016,0.1024042
2026-06-18T11:55:22.356238,120,phase1_control,476190500.0,476190500.0,-0.0016,0.0436804
2026-06-18T11:55:23.478035,121,phase1_control,36764700.0,36764700.0,-0.0008,-0.1099
2026-06-18T11:55:24.600979,122,phase1_control,46296300.0,46296300.0,-0.0008,-0.0145995
2026-06-18T11:55:25.724473,123,phase1_control,277777800.0,277777800.0,-0.0016,0.0688009
2026-06-18T11:55:26.846608,124,phase1_control,71428600.0,71428600.0,-0.0008,0.0076808
2026-06-18T11:55:27.968853,125,phase1_control,89285700.0,89285700.0,-0.0008,0.059682
2026-06-18T11:55:29.092139,126,phase1_control,83333300.0,83333300.0,-0.0008,0.1567807
2026-06-18T11:55:30.212428,127,phase1_control,416666700.0,416666700.0,-0.0008,-0.0427433
2026-06-18T11:55:31.330433,128,phase1_control,416666700.0,416666700.0,-0.0016,-0.1542584
2026-06-18T11:55:32.453395,129,phase1_control,59523800.0,59523800.0,-0.0008,-0.0881648
2026-06-18T11:55:33.571864,130,phase1_control,250000000.0,250000000.0,-0.0008,0.0507551
2026-06-18T11:55:34.693797,131,phase1_control,833333300.0,833333300.0,-0.0016,0.1523152
2026-06-18T11:55:35.815649,132,phase1_control,108695700.0,108695700.0,-0.0008,-0.0236824
2026-06-18T11:55:36.938424,133,phase1_control,833333300.0,833333300.0,-0.0008,-0.1675037
2026-06-18T11:55:38.060591,134,phase1_control,227272700.0,227272700.0,-0.0016,0.0534584
2026-06-18T11:55:39.183777,135,phase1_control,833333300.0,833333300.0,-0.0016,0.0729193
2026-06-18T11:55:40.306652,136,phase1_control,156250000.0,156250000.0,-0.0008,-0.080438
2026-06-18T11:55:41.428445,137,phase1_control,104166700.0,104166700.0,-0.0008,0.1023792
2026-06-18T11:55:42.550743,138,phase1_control,48543700.0,48543700.0,-0.0008,0.1692769
2026-06-18T11:55:43.672570,139,phase1_control,59523800.0,59523800.0,-0.0016,-0.0184189
2026-06-18T11:55:44.797751,140,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0966567
2026-06-18T11:55:45.920625,141,phase1_control,500000000.0,500000000.0,-0.0008,0.1249014
2026-06-18T11:55:47.042984,142,phase1_control,357142900.0,357142900.0,-0.0016,0.0411161
2026-06-18T11:55:48.163715,143,phase1_control,250000000.0,250000000.0,-0.0008,0.0072237
2026-06-18T11:55:49.286156,144,phase1_control,147058800.0,147058800.0,-0.0008,0.0162796
2026-06-18T11:55:50.407009,145,phase1_control,312500000.0,312500000.0,-0.0008,0.1212571
2026-06-18T11:55:51.531073,146,phase1_control,108695700.0,108695700.0,-0.0008,0.0614041
2026-06-18T11:55:52.651846,147,phase1_control,71428600.0,71428600.0,-0.0008,-0.0758376
2026-06-18T11:55:53.770345,148,phase1_control,625000000.0,625000000.0,-0.0016,0.0092789
2026-06-18T11:55:54.894471,149,phase1_control,156250000.0,156250000.0,-0.0016,0.0822422
2026-06-18T11:55:56.016336,150,phase1_control,555555600.0,555555600.0,-0.0008,0.039998
2026-06-18T11:55:57.135029,151,phase1_control,277777800.0,277777800.0,-0.0008,-0.0134013
2026-06-18T11:55:58.256498,152,phase1_control,39062500.0,39062500.0,-0.0016,0.0694389
2026-06-18T11:55:59.378731,153,phase1_control,60975600.0,60975600.0,-0.0008,0.1636784
2026-06-18T11:56:00.499420,154,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0145404
2026-06-18T11:56:01.621669,155,phase1_control,99009900.0,99009900.0,-0.0016,-0.2090829
2026-06-18T11:56:02.741333,156,phase1_control,96153800.0,96153800.0,-0.0008,-0.0030173
2026-06-18T11:56:03.862830,157,phase1_control,44642900.0,44642900.0,-0.0008,0.1756395
2026-06-18T11:56:04.982136,158,phase1_control,227272700.0,227272700.0,-0.0008,0.1180968
2026-06-18T11:56:06.102062,159,phase1_control,833333300.0,833333300.0,-0.0016,-0.0529803
2026-06-18T11:56:07.225676,160,phase1_control,69444400.0,69444400.0,-0.0008,-0.2355386
2026-06-18T11:56:08.347710,161,phase1_control,108695700.0,108695700.0,-0.0008,-0.0218972
2026-06-18T11:56:09.469115,162,phase1_control,833333300.0,833333300.0,-0.0008,0.1041224
2026-06-18T11:56:10.591985,163,phase1_control,138888900.0,138888900.0,-0.0008,0.0283208
2026-06-18T11:56:11.715369,164,phase1_control,31250000.0,31250000.0,-0.0008,0.0139214
2026-06-18T11:56:12.836967,165,phase1_control,15060200.0,15060200.0,-0.0008,0.2340834
2026-06-18T11:56:13.961467,166,phase1_control,100000000.0,100000000.0,-0.0016,0.0761426
2026-06-18T11:56:15.084298,167,phase1_control,138888900.0,138888900.0,-0.0008,-0.0035033
2026-06-18T11:56:16.207392,168,phase1_control,208333300.0,208333300.0,-0.0008,0.1839774
2026-06-18T11:56:17.331572,169,phase1_control,256410300.0,256410300.0,-0.0008,0.0473397
2026-06-18T11:56:18.454185,170,phase1_control,625000000.0,625000000.0,-0.0016,-0.0153635
2026-06-18T11:56:19.573423,171,phase1_control,78125000.0,78125000.0,-0.0008,0.1969807
2026-06-18T11:56:20.697359,172,phase1_control,138888900.0,138888900.0,-0.0008,0.0441624
2026-06-18T11:56:21.821533,173,phase1_control,666666700.0,666666700.0,-0.0016,-0.1728373
2026-06-18T11:56:22.942830,174,phase1_control,833333300.0,833333300.0,-0.0016,-0.0209791
2026-06-18T11:56:24.063646,175,phase1_control,625000000.0,625000000.0,-0.0016,0.2540624
2026-06-18T11:56:25.184733,176,phase1_control,56818200.0,56818200.0,-0.0016,0.0189009
2026-06-18T11:56:26.305534,177,phase1_control,833333300.0,833333300.0,-0.0016,-0.0764796
2026-06-18T11:56:27.427797,178,phase1_control,833333300.0,833333300.0,-0.0008,0.0523593
2026-06-18T11:56:28.549894,179,phase1_control,86206900.0,86206900.0,-0.0008,0.1406591
2026-06-18T11:56:29.673149,180,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0020402
2026-06-18T11:56:30.794296,181,phase1_control,46296300.0,46296300.0,-0.0008,0.0055815
2026-06-18T11:56:31.918202,182,phase1_control,500000000.0,500000000.0,-0.0008,0.159539
2026-06-18T11:56:33.037690,183,phase1_control,96153800.0,96153800.0,-0.0016,-0.0292639
2026-06-18T11:56:34.157001,184,phase1_control,84745800.0,84745800.0,-0.0008,-0.1825583
2026-06-18T11:56:35.280931,185,phase1_control,322580600.0,322580600.0,-0.0016,-0.0143824
2026-06-18T11:56:36.403859,186,phase1_control,151515200.0,151515200.0,-0.0008,0.1512411
2026-06-18T11:56:37.526502,187,phase1_control,62500000.0,62500000.0,-0.0008,-0.0473187
2026-06-18T11:56:38.648903,188,phase1_control,500000000.0,500000000.0,-0.0016,-0.2179028
2026-06-18T11:56:39.772770,189,phase1_control,416666700.0,416666700.0,-0.0016,0.0101
2026-06-18T11:56:40.895366,190,phase1_control,131578900.0,131578900.0,-0.0008,0.0444764
2026-06-18T11:56:42.017253,191,phase1_control,434782600.0,434782600.0,-0.0016,-0.0891229
2026-06-18T11:56:43.135956,192,phase1_control,625000000.0,625000000.0,-0.0016,-0.049942
2026-06-18T11:56:44.253881,193,phase1_control,625000000.0,625000000.0,-0.0016,0.0207811
2026-06-18T11:56:45.376105,194,phase1_control,38461500.0,38461500.0,-0.0016,0.0676427
2026-06-18T11:56:46.494689,195,phase1_control,89285700.0,89285700.0,-0.0008,0.0788799
2026-06-18T11:56:47.613781,196,phase1_control,250000000.0,250000000.0,-0.0016,0.019977
2026-06-18T11:56:48.736682,197,phase1_control,416666700.0,416666700.0,-0.0016,-0.0929763
2026-06-18T11:56:49.859871,198,phase1_control,125000000.0,125000000.0,-0.0008,0.0246194
2026-06-18T11:56:50.981401,199,phase1_control,227272700.0,227272700.0,-0.0008,0.0526563
2026-06-18T11:56:52.105779,200,phase1_control,500000000.0,500000000.0,-0.0016,-0.0488009
2026-06-18T11:56:53.228689,201,phase1_control,131578900.0,131578900.0,-0.0016,0.0342374
2026-06-18T11:56:54.351227,202,phase1_control,1250000000.0,1250000000.0,-0.0016,0.2163216
2026-06-18T11:56:55.473880,203,phase1_control,500000000.0,500000000.0,-0.0016,0.0182398
2026-06-18T11:56:56.598291,204,phase1_control,67567600.0,67567600.0,-0.0008,0.0015831
2026-06-18T11:56:57.719248,205,phase1_control,83333300.0,83333300.0,-0.0008,0.0435244
2026-06-18T11:56:58.839778,206,phase1_control,39682500.0,39682500.0,-0.0008,0.1491209
2026-06-18T11:56:59.958232,207,phase1_control,67567600.0,67567600.0,-0.0008,-0.0117022
2026-06-18T11:57:01.081842,208,phase1_control,500000000.0,500000000.0,-0.0016,-0.2585178
2026-06-18T11:57:02.204448,209,phase1_control,208333300.0,208333300.0,-0.0008,0.0278178
2026-06-18T11:57:03.326250,210,phase1_control,833333300.0,833333300.0,-0.0016,0.1563406
2026-06-18T11:57:04.446915,211,phase1_control,833333300.0,833333300.0,-0.0016,-0.0337594
2026-06-18T11:57:05.565217,212,phase1_control,625000000.0,625000000.0,-0.0016,-0.0959786
2026-06-18T11:57:06.689058,213,phase1_control,40322600.0,40322600.0,-0.0016,-0.0172987
2026-06-18T11:57:07.810912,214,phase1_control,625000000.0,625000000.0,-0.0016,0.1029203
2026-06-18T11:57:08.934698,215,phase1_control,357142900.0,357142900.0,-0.0016,-0.0875418
2026-06-18T11:57:10.057090,216,phase1_control,1428600000.0,1428600000.0,-0.0016,-0.0627163
2026-06-18T11:57:11.180464,217,phase1_control,277777800.0,277777800.0,-0.0016,0.0438154
2026-06-18T11:57:12.303303,218,phase1_control,62500000.0,62500000.0,-0.0016,0.0668557
2026-06-18T11:57:13.427019,219,phase1_control,833333300.0,833333300.0,-0.0016,-0.1570797
2026-06-18T11:57:14.547680,220,phase1_control,192307700.0,192307700.0,-0.0016,0.0377768
2026-06-18T11:57:15.670036,221,phase1_control,1250000000.0,1250000000.0,-0.0016,0.1016192
2026-06-18T11:57:16.791753,222,phase1_control,60975600.0,60975600.0,-0.0008,0.0229033
2026-06-18T11:57:17.913394,223,phase1_control,416666700.0,416666700.0,-0.0016,-0.1536034
2026-06-18T11:57:19.034941,224,phase1_control,250000000.0,250000000.0,-0.0016,-0.0588799
2026-06-18T11:57:20.156914,225,phase1_control,500000000.0,500000000.0,-0.0016,0.1657586
2026-06-18T11:57:21.278826,226,phase1_control,250000000.0,250000000.0,-0.0016,-0.0275378
2026-06-18T11:57:22.400060,227,phase1_control,416666700.0,416666700.0,-0.0016,-0.0536014
2026-06-18T11:57:23.522893,228,phase1_control,250000000.0,250000000.0,-0.0016,0.0324182
2026-06-18T11:57:24.646967,229,phase1_control,89285700.0,89285700.0,-0.0008,0.17022
2026-06-18T11:57:25.770713,230,phase1_control,84745800.0,84745800.0,-0.0008,0.000520077
2026-06-18T11:57:26.888491,231,phase1_control,67567600.0,67567600.0,-0.0008,-0.0343994
2026-06-18T11:57:28.008984,232,phase1_control,357142900.0,357142900.0,-0.0016,0.0478388
2026-06-18T11:57:29.132261,233,phase1_control,30487800.0,30487800.0,-0.0008,0.1161616
2026-06-18T11:57:30.251645,234,phase1_control,64102600.0,64102600.0,-0.0008,-0.0340794
2026-06-18T11:57:31.375824,235,phase1_control,18939400.0,18939400.0,-0.0008,-0.1101
2026-06-18T11:57:32.492869,236,phase1_control,166666700.0,166666700.0,-0.0008,-0.0689629
2026-06-18T11:57:33.617132,237,phase1_control,416666700.0,416666700.0,-0.0016,-0.0065627
2026-06-18T11:57:34.737990,238,phase1_control,416666700.0,416666700.0,-0.0016,0.1385428
2026-06-18T11:57:35.860574,239,phase1_control,1250000000.0,1250000000.0,-0.0016,0.0371217
2026-06-18T11:57:36.982252,240,phase1_control,69930100.0,69930100.0,-0.0008,-0.1155366
2026-06-18T11:57:38.102781,241,phase1_control,83333300.0,83333300.0,-0.0008,0.039722
2026-06-18T11:57:39.227403,242,phase1_control,312500000.0,312500000.0,-0.0016,0.1337844
2026-06-18T11:57:40.349947,243,phase1_control,250000000.0,250000000.0,-0.0008,-0.0654405
2026-06-18T11:57:41.469875,244,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.020177
2026-06-18T11:57:42.592154,245,phase1_control,1250000000.0,1250000000.0,-0.0016,0.0571427
2026-06-18T11:57:43.710315,246,phase1_control,119047600.0,119047600.0,-0.0008,0.1409601
2026-06-18T11:57:44.836021,247,phase1_control,625000000.0,625000000.0,-0.0016,0.0233603
2026-06-18T11:57:45.958839,248,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0541194
2026-06-18T11:57:47.082326,249,phase1_control,71428600.0,71428600.0,-0.0008,0.0414572
2026-06-18T11:57:48.202432,250,phase1_control,454545500.0,454545500.0,-0.0008,-0.0164586
2026-06-18T11:57:49.320277,251,phase1_control,178571400.0,178571400.0,-0.0016,0.0461186
2026-06-18T11:57:50.438867,252,phase1_control,416666700.0,416666700.0,-0.0016,-0.0207981
2026-06-18T11:57:51.563740,253,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0339214
2026-06-18T11:57:52.686203,254,phase1_control,59523800.0,59523800.0,-0.0008,-0.0262386
2026-06-18T11:57:53.804749,255,phase1_control,1250000000.0,1250000000.0,-0.0016,0.0569827
2026-06-18T11:57:54.924032,256,phase1_control,833333300.0,833333300.0,-0.0016,-0.0417602
2026-06-18T11:57:56.046549,257,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0508791
2026-06-18T11:57:57.169627,258,phase1_control,99009900.0,99009900.0,-0.0008,0.0729653
2026-06-18T11:57:58.292834,259,phase1_control,500000000.0,500000000.0,-0.0016,0.2089609
2026-06-18T11:57:59.415495,260,phase1_control,104166700.0,104166700.0,-0.0008,0.0089419
2026-06-18T11:58:00.534331,261,phase1_control,1250000000.0,1250000000.0,-0.0016,-0.0971427
2026-06-18T11:58:01.656954,262,phase1_control,142857100.0,142857100.0,-0.0008,0.0649625
2026-06-18T11:58:02.775771,263,phase1_control,416666700.0,416666700.0,-0.0016,0.0914831
2026-06-18T11:58:03.894959,264,phase1_control,500000000.0,500000000.0,-0.0016,0.2275147
2026-06-18T11:58:05.017542,265,phase1_control,52083300.0,52083300.0,-0.0008,0.0631963
2026-06-18T11:58:06.135579,266,phase1_control,67567600.0,67567600.0,-0.0008,-0.1423562
2026-06-18T11:58:07.260781,267,phase1_control,500000000.0,500000000.0,-0.0016,0.0230783
2026-06-18T11:58:08.382499,268,phase1_control,416666700.0,416666700.0,-0.0016,0.2484999
2026-06-18T11:58:09.507229,269,phase1_control,833333300.0,833333300.0,-0.0016,0.000160016
2026-06-18T11:58:10.629871,270,phase1_control,833333300.0,833333300.0,-0.0016,-0.1022172
2026-06-18T11:58:11.753163,271,phase1_control,416666700.0,416666700.0,-0.0016,0.0472217
2026-06-18T11:58:12.876651,272,phase1_control,75757600.0,75757600.0,-0.0008,-0.0479988
2026-06-18T11:58:13.995842,273,phase1_control,48076900.0,48076900.0,-0.0008,-0.0689609
2026-06-18T11:58:15.119864,274,phase1_control,833333300.0,833333300.0,-0.0016,0.0650805
2026-06-18T11:58:16.241534,275,phase1_control,1250000000.0,1250000000.0,-0.0016,0.1568167
2026-06-18T11:58:17.365368,276,phase1_control,78125000.0,78125000.0,-0.0016,0.0447795
2026-06-18T11:58:18.488425,277,phase1_control,89285700.0,89285700.0,-0.0008,-0.0465146
2026-06-18T11:58:19.610912,278,phase1_control,416666700.0,416666700.0,-0.0008,0.109797
2026-06-18T11:58:20.726851,279,phase1_control,208333300.0,208333300.0,-0.0016,0.0475608
2026-06-18T11:58:21.846619,280,phase1_control,73529400.0,73529400.0,-0.0008,-0.0028973
2026-06-18T11:58:22.971615,281,phase1_control,60975600.0,60975600.0,-0.0008,-0.1486198
2026-06-18T11:58:24.093236,282,phase1_control,41666700.0,41666700.0,-0.0016,0.0354985
2026-06-18T11:58:25.211558,283,phase1_control,250000000.0,250000000.0,-0.0008,0.1833623
2026-06-18T11:58:26.332737,284,phase1_control,227272700.0,227272700.0,-0.0016,0.1265186
2026-06-18T11:58:27.457001,285,phase1_control,294117600.0,294117600.0,-0.0008,-0.090203
2026-06-18T11:58:28.578524,286,phase1_control,89285700.0,89285700.0,-0.0008,-0.0430593
